SVI_ID,Image Name,Content,Language,Language-full,Longitude,Latitude,Category,full_stree,l_zip,post_type,NTAName
692,,,,,-73.97086648,40.67498144,,FLATBUSH AVE,11238,AVE,Park Slope
693,,,,,-73.97080751,40.67485332,,FLATBUSH AVE,11238,AVE,Park Slope
694,,,,,-73.97076712,40.67472003,,GRAND ARMY PLZ,11238,PLZ,Park Slope
695,,,,,-73.97072673,40.67458675,,GRAND ARMY PLZ,11238,PLZ,Park Slope
696,,,,,-73.97068635,40.67445346,,GRAND ARMY PLZ,11238,PLZ,Park Slope
697,,,,,-73.97064976,40.67431965,,GRAND ARMY PLZ,11238,PLZ,Park Slope
698,,,,,-73.97062636,40.67418402,,GRAND ARMY PLZ,11238,PLZ,Park Slope
699,,,,,-73.97060296,40.6740484,,GRAND ARMY PLZ,11238,PLZ,Park Slope
700,brand sign_700E_.jpg,1000 1500 THC 6000 APPROVED 19931;1000 1500 THC 6000 APPROVED 19931,en,English;English,-73.97057956,40.67391277,brand sign;brand sign,GRAND ARMY PLZ,11238,PLZ,Park Slope
701,,,,,-73.97055616,40.67377715,,GRAND ARMY PLZ,11238,PLZ,Park Slope
702,,,,,-73.97053275,40.67364152,,GRAND ARMY PLZ,11238,PLZ,Park Slope
703,,,,,-73.97050935,40.6735059,,GRAND ARMY PLZ,11238,PLZ,Park Slope
704,,,,,-73.9704524,40.67337635,,GRAND ARMY PLZ,11238,PLZ,Park Slope
705,,,,,-73.97038982,40.6732482,,GRAND ARMY PLZ,11238,PLZ,Park Slope
706,,,,,-73.97031791,40.67312285,,GRAND ARMY PLZ,11238,PLZ,Park Slope
707,,,,,-73.970246,40.67299749,,GRAND ARMY PLZ,11238,PLZ,Park Slope
708,,,,,-73.97017409,40.67287213,,GRAND ARMY PLZ,11238,PLZ,Park Slope
709,,,,,-73.97010219,40.67274677,,GRAND ARMY PLZ,11238,PLZ,Park Slope
710,do not enter sign_710E_.jpg,DO NOT ENTER;DO NOT ENTER,en,English;English,-73.97001361,40.67264081,do not enter sign;do not enter sign,PLAZA ST  W,11226,,Park Slope
711,,,,,-73.96983395,40.67264091,,GRAND ARMY PLZ,11217,PLZ,Park Slope
712,,,,,-73.96965429,40.672641,,PLAZA ST  W,11217,,Prospect Park
713,,,,,-73.96950466,40.67256553,,GRAND ARMY PLZ,11238,PLZ,Prospect Park
714,,,,,-73.96935521,40.67248961,,,,,Prospect Park
715,,,,,-73.96920576,40.67241368,,,,,Prospect Park
716,,,,,-73.96905632,40.67233775,,,,,Prospect Park
717,,,,,-73.96890687,40.67226182,,FLATBUSH AVE,11238,AVE,Prospect Park
718,,,,,-73.96879029,40.67216314,,FLATBUSH AVE,11238,AVE,Prospect Park
719,,,,,-73.96870516,40.67204267,,FLATBUSH AVE,11238,AVE,Prospect Park
720,,,,,-73.96862004,40.67192221,,FLATBUSH AVE,11238,AVE,Prospect Park
721,,,,,-73.96853491,40.67180175,,FLATBUSH AVE,11238,AVE,Prospect Park
722,,,,,-73.96844978,40.67168128,,FLATBUSH AVE,11238,AVE,Prospect Park
723,,,,,-73.96836465,40.67156082,,FLATBUSH AVE,11238,AVE,Prospect Park
724,,,,,-73.96827952,40.67144035,,FLATBUSH AVE,11238,AVE,Prospect Park
725,,,,,-73.96819439,40.67131989,,FLATBUSH AVE,11238,AVE,Prospect Park
726,,,,,-73.96810926,40.67119942,,FLATBUSH AVE,11238,AVE,Prospect Park
727,,,,,-73.96802413,40.67107896,,FLATBUSH AVE,11238,AVE,Prospect Park
728,,,,,-73.967939,40.67095849,,FLATBUSH AVE,11238,AVE,Prospect Park
729,,,,,-73.96785387,40.67083803,,FLATBUSH AVE,11238,AVE,Prospect Park
730,,,,,-73.96776874,40.67071756,,FLATBUSH AVE,11238,AVE,Prospect Park
731,,,,,-73.96768361,40.6705971,,FLATBUSH AVE,11238,AVE,Prospect Park
732,,,,,-73.96759848,40.67047663,,FLATBUSH AVE,11238,AVE,Prospect Park
733,,,,,-73.96751335,40.67035617,,FLATBUSH AVE,11238,AVE,Prospect Park
734,,,,,-73.96742822,40.6702357,,FLATBUSH AVE,11238,AVE,Prospect Park
735,,,,,-73.9673431,40.67011523,,FLATBUSH AVE,11238,AVE,Prospect Park
736,,,,,-73.96725797,40.66999476,,FLATBUSH AVE,11238,AVE,Prospect Park
737,,,,,-73.96717284,40.6698743,,FLATBUSH AVE,11238,AVE,Prospect Park
738,,,,,-73.96708771,40.66975383,,FLATBUSH AVE,11238,AVE,Prospect Park
739,,,,,-73.96700258,40.66963336,,FLATBUSH AVE,11238,AVE,Prospect Park
740,,,,,-73.96691745,40.66951289,,FLATBUSH AVE,11238,AVE,Prospect Park
741,,,,,-73.96683232,40.66939243,,FLATBUSH AVE,11238,AVE,Prospect Park
742,,,,,-73.96674719,40.66927196,,FLATBUSH AVE,11238,AVE,Prospect Park
743,,,,,-73.96666206,40.66915149,,FLATBUSH AVE,11238,AVE,Prospect Park
744,,,,,-73.96657693,40.66903102,,FLATBUSH AVE,11238,AVE,Prospect Park
745,,,,,-73.9664918,40.66891055,,FLATBUSH AVE,11238,AVE,Prospect Park
746,,,,,-73.96640667,40.66879008,,FLATBUSH AVE,11238,AVE,Prospect Park
747,,,,,-73.96632154,40.66866961,,FLATBUSH AVE,11238,AVE,Prospect Park
748,,,,,-73.96623641,40.66854914,,FLATBUSH AVE,11238,AVE,Prospect Park
749,,,,,-73.96615128,40.66842867,,FLATBUSH AVE,11238,AVE,Prospect Park
750,,,,,-73.96606616,40.6683082,,FLATBUSH AVE,11238,AVE,Prospect Park
751,,,,,-73.96598103,40.66818773,,FLATBUSH AVE,11238,AVE,Prospect Park
752,,,,,-73.9658959,40.66806726,,FLATBUSH AVE,11238,AVE,Prospect Park
753,,,,,-73.96581077,40.66794679,,FLATBUSH AVE,11238,AVE,Prospect Park
754,,,,,-73.96572564,40.66782632,,FLATBUSH AVE,11238,AVE,Prospect Park
755,,,,,-73.96564051,40.66770585,,FLATBUSH AVE,11238,AVE,Prospect Park
756,,,,,-73.96555538,40.66758538,,FLATBUSH AVE,11238,AVE,Prospect Park
757,,,,,-73.96547025,40.66746491,,FLATBUSH AVE,11238,AVE,Prospect Park
758,,,,,-73.96538512,40.66734444,,FLATBUSH AVE,11238,AVE,Prospect Park
759,,,,,-73.96529999,40.66722396,,FLATBUSH AVE,11238,AVE,Prospect Park
760,,,,,-73.96521486,40.66710349,,FLATBUSH AVE,11238,AVE,Prospect Park
761,,,,,-73.96512973,40.66698302,,FLATBUSH AVE,11238,AVE,Prospect Park
762,,,,,-73.9650446,40.66686255,,FLATBUSH AVE,11238,AVE,Prospect Park
763,,,,,-73.96495947,40.66674207,,FLATBUSH AVE,11238,AVE,Prospect Park
764,,,,,-73.96487434,40.6666216,,FLATBUSH AVE,11238,AVE,Prospect Park
765,,,,,-73.96478922,40.66650113,,FLATBUSH AVE,11238,AVE,Prospect Park
766,,,,,-73.96470409,40.66638065,,FLATBUSH AVE,11238,AVE,Prospect Park
767,,,,,-73.96461896,40.66626018,,FLATBUSH AVE,11238,AVE,Prospect Park
768,,,,,-73.96453383,40.66613971,,FLATBUSH AVE,11238,AVE,Prospect Park
769,,,,,-73.9644487,40.66601923,,FLATBUSH AVE,11238,AVE,Prospect Park
770,,,,,-73.96436357,40.66589876,,FLATBUSH AVE,11238,AVE,Prospect Park
771,,,,,-73.96427844,40.66577828,,FLATBUSH AVE,11238,AVE,Prospect Park
772,brand sign_772E_.jpg;brand sign_772E_2.jpg,One Way;Local;One Way;Local,en;en,English;English;English;English,-73.96419331,40.66565781,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11238,AVE,Prospect Park
773,,,,,-73.96410818,40.66553733,,FLATBUSH AVE,11238,AVE,Prospect Park
774,,,,,-73.96402305,40.66541686,,FLATBUSH AVE,11238,AVE,Prospect Park
775,,,,,-73.96393792,40.66529638,,FLATBUSH AVE,11238,AVE,Prospect Park
776,,,,,-73.96385279,40.66517591,,FLATBUSH AVE,11238,AVE,Prospect Park
777,,,,,-73.96376766,40.66505543,,FLATBUSH AVE,11238,AVE,Prospect Park
778,,,,,-73.96368253,40.66493495,,FLATBUSH AVE,11238,AVE,Prospect Park
779,,,,,-73.9635974,40.66481448,,FLATBUSH AVE,11238,AVE,Prospect Park
780,,,,,-73.96351228,40.664694,,FLATBUSH AVE,11238,AVE,Prospect Park
781,,,,,-73.96342715,40.66457352,,FLATBUSH AVE,11238,AVE,Prospect Park
782,,,,,-73.96334202,40.66445305,,FLATBUSH AVE,11238,AVE,Prospect Park
783,,,,,-73.96325689,40.66433257,,FLATBUSH AVE,11238,AVE,Prospect Park
784,,,,,-73.96317176,40.66421209,,FLATBUSH AVE,11238,AVE,Prospect Park
785,,,,,-73.96308663,40.66409161,,FLATBUSH AVE,11238,AVE,Prospect Park
786,,,,,-73.9630015,40.66397114,,FLATBUSH AVE,11238,AVE,Prospect Park
787,,,,,-73.96291637,40.66385066,,FLATBUSH AVE,11238,AVE,Prospect Park
788,,,,,-73.96283124,40.66373018,,FLATBUSH AVE,11238,AVE,Prospect Park
789,,,,,-73.96274611,40.6636097,,FLATBUSH AVE,11238,AVE,Prospect Park
790,,,,,-73.96266098,40.66348922,,FLATBUSH AVE,11238,AVE,Prospect Park
791,,,,,-73.96257585,40.66336874,,FLATBUSH AVE,11238,AVE,Prospect Park
792,,,,,-73.96249072,40.66324826,,FLATBUSH AVE,11238,AVE,Prospect Park
793,,,,,-73.96240559,40.66312779,,FLATBUSH AVE,11238,AVE,Prospect Park
794,,,,,-73.96232301,40.66300629,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
795,building information sign_795E_.jpg,Pool;Pool,en,English;English,-73.96224131,40.66288444,building information sign;building information sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
796,,,,,-73.96215961,40.66276259,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
797,,,,,-73.96207791,40.66264074,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
798,,,,,-73.9619962,40.66251889,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
799,,,,,-73.9619145,40.66239705,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
800,,,,,-73.9618328,40.6622752,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
801,,,,,-73.9617511,40.66215335,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
802,brand sign_802E_.jpg,True Hair Compa KAREN'S BEAUTY BAR Inc.;True Hair Compa KAREN'S BEAUTY BAR Inc.,en,English;English,-73.9616694,40.6620315,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
803,,,,,-73.96158769,40.66190965,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
804,,,,,-73.96150599,40.6617878,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
805,,,,,-73.96142369,40.66166619,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
806,,,,,-73.96133815,40.66154587,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
807,,,,,-73.96125261,40.66142556,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
808,,,,,-73.96116707,40.66130524,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
809,,,,,-73.96108153,40.66118493,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
810,,,,,-73.96099599,40.66106462,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
811,,,,,-73.96091045,40.6609443,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
812,brand sign_812E_.jpg,PHARMACY;PHARMACY,en,English;English,-73.96083464,40.66082045,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
813,brand sign_813E_3.jpg;brand sign_813E_.jpg,OFFEE SHOP & TOBACCO A Breakfast All Day Cold Drinks;THRIFTWAY SHAR;OFFEE SHOP & TOBACCO A Breakfast All Day Cold Drinks;THRIFTWAY SHAR,en;en,English;English;English;English,-73.96076558,40.66069414,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
814,,,,,-73.96069653,40.66056784,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
815,brand sign_815E_.jpg;brand sign_815E_2.jpg,BEAUTY;BEAUTY Feel SUPPLY S;BEAUTY;BEAUTY Feel SUPPLY S,en;en,English;English;English;English,-73.96064274,40.66043861,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
816,,,,,-73.96062529,40.66030244,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
817,,,,,-73.96060918,40.66016618,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
818,,,,,-73.96059763,40.66002965,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
819,,,,,-73.96058605,40.65989311,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
820,brand sign_820E_2.jpg,LAUNDROMAT GRY CLEANING & DROP OFF SERVICE 570;LAUNDROMAT GRY CLEANING & DROP OFF SERVICE 570,en,English;English,-73.96057447,40.65975658,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
821,brand sign_821E_.jpg,572 HARDWARE PLUMBING valspar PAINT;572 HARDWARE PLUMBING valspar PAINT,en,English;English,-73.96056289,40.65962004,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
822,,,,,-73.96055138,40.6594835,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
823,scaffold sign_823E_.jpg;for lease sign_823E_.jpg;brand sign_823E_.jpg,"580-590 Flatbush Avenue, Brooklyn N Dennon co RENNON CONSTRUCTION & SCAFFOLDING 718-480-6290 FOR MORE INFORMATION V;HARD HATS MUST BE WORN WHILE ON CONSTRUCTION SITE AT ALLOYMES NO SMOKING;HARD HATS MUST BE WORN WHILE ON CONSTRUCTION SITE AT ALLTIMES NO SMOKING;580-590 Flatbush Avenue, Brooklyn N Dennon co RENNON CONSTRUCTION & SCAFFOLDING 718-480-6290 FOR MORE INFORMATION V;HARD HATS MUST BE WORN WHILE ON CONSTRUCTION SITE AT ALLOYMES NO SMOKING;HARD HATS MUST BE WORN WHILE ON CONSTRUCTION SITE AT ALLTIMES NO SMOKING",en;en;en,English;English;English;English;English;English,-73.96054059,40.65934693,scaffold sign;for lease sign;brand sign;scaffold sign;for lease sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
824,,,,,-73.96052979,40.65921036,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
825,,,,,-73.960519,40.65907378,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
826,,,,,-73.9605082,40.65893721,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
827,scaffold sign_827E_.jpg,"604 A FLATBUSH AVE BROOKLN, NY 11225 YITZHAK SHMUEL ENTERPRISES LLC The ope phys;604 A FLATBUSH AVE BROOKLN, NY 11225 YITZHAK SHMUEL ENTERPRISES LLC The ope phys",en,English;English,-73.96049741,40.65880064,scaffold sign;scaffold sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
828,brand sign_828E_2.jpg,Ⓒ STYLES BY LISA MULZAC 606 EXPERIENCED LOCTICIAN TEL: 718-009-1719;Ⓒ STYLES BY LISA MULZAC 606 EXPERIENCED LOCTICIAN TEL: 718-009-1719,en,English;English,-73.96048503,40.65866414,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
829,brand sign_829E_.jpg,Chester PHARMACY Chester PHARMACY We Accept Medicare and All major Insurance Tel:718-52 614;Chester PHARMACY Chester PHARMACY We Accept Medicare and All major Insurance Tel:718-52 614,en,English;English,-73.96047238,40.65852766,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
830,,,,,-73.96045923,40.65839121,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
831,brand sign_831E_3.jpg,cuts;cuts,en,English;English,-73.9604408,40.65825511,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
832,brand sign_832E_.jpg;brand sign_832E_2.jpg,DRI Cuts;THE CATRINA INK TATTOOS 718-483-9447 630 620;DRI Cuts;THE CATRINA INK TATTOOS 718-483-9447 630 620,en;en,English;English;English;English,-73.96042238,40.65811901,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
833,,,,,-73.9603995,40.65798335,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
834,brand sign_834E_.jpg,NAILS & SPA PROFESSIONAL MAIL CARE 347-503-3328;NAILS & SPA PROFESSIONAL MAIL CARE 347-503-3328,en,English;English,-73.96037135,40.65784821,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
835,brand sign_835E_2.jpg;brand sign_835E_.jpg,I&L NAILS & 638 FLATBUSH AVE PROFESSIONAL NAIL CARE 34;99% 602 PLUS THE 943-0912;I&L NAILS & 638 FLATBUSH AVE PROFESSIONAL NAIL CARE 34;99% 602 PLUS THE 943-0912,en;en,English;English;English;English,-73.9603432,40.65771308,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
836,brand sign_836E_2.jpg;brand sign_836E_3.jpg,resh;STATED;resh;STATED,en;en,English;English;English;English,-73.96031506,40.65757795,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
837,,,,,-73.96028691,40.65744281,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
838,brand sign_838E_3.jpg;brand sign_838E_.jpg,TELEPHONE 410-2600 HARDWARE KEYS MADE GGO FLATSUSH AVE.;Bron Moore 4 PAINTS;TELEPHONE 410-2600 HARDWARE KEYS MADE GGO FLATSUSH AVE.;Bron Moore 4 PAINTS,en;en,English;English;English;English,-73.96025876,40.65730768,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
839,brand sign_839E_3.jpg;brand sign_839E_2.jpg;brand sign_839E_.jpg;street name sign_839E_.jpg,HAWTHOI ELECTRICAL CABINETS;664 2013 LORS withing 10 YOU Flatt 347.927.7146 da@gmail.com;Flatbush Ar GAY 144 662 COAST bers 347.442.5028;Flatbush;HAWTHOI ELECTRICAL CABINETS;664 2013 LORS withing 10 YOU Flatt 347.927.7146 da@gmail.com;Flatbush Ar GAY 144 662 COAST bers 347.442.5028;Flatbush,en;en;en;en,English;English;English;English;English;English;English;English,-73.96022947,40.65717269,brand sign;brand sign;brand sign;street name sign;brand sign;brand sign;brand sign;street name sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
840,,,,,-73.96019872,40.65703788,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
841,,,,,-73.96016797,40.65690307,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
842,,,,,-73.96013722,40.65676827,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
843,brand sign_843E_.jpg,Accounting Services Business Start Up Personal and BLATBUSH Tel: (718) 693-7/292 684 Fax: (718) 693-0855;Accounting Services Business Start Up Personal and BLATBUSH Tel: (718) 693-7/292 684 Fax: (718) 693-0855,en,English;English,-73.96010655,40.65663345,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
844,,,,,-73.96007587,40.65649863,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
845,brand sign_845E_.jpg,Beauty Salon Inc.;Beauty Salon Inc.,en,English;English,-73.96004238,40.65636421,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
846,brand sign_846E_2.jpg,700 Flat;700 Flat,en,English;English,-73.96000859,40.65622982,brand sign;brand sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
847,,,,,-73.95997481,40.65609544,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
848,brand sign_848E_2.jpg;scaffold sign_848E_.jpg,T Mobile;T Mobile;T Mobile;T Mobile,en;en,English;English;English;English,-73.95994102,40.65596105,brand sign;scaffold sign;brand sign;scaffold sign,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
849,,,,,-73.95990723,40.65582666,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
850,,,,,-73.95987345,40.65569228,,FLATBUSH AVE,11225,AVE,Prospect Lefferts Gardens-Wingate
851,,,,,-73.95984325,40.65555741,,FLATBUSH AVE,11226,AVE,Prospect Lefferts Gardens-Wingate
852,brand sign_852E_.jpg,pharmacy;pharmacy,en,English;English,-73.95981554,40.65542222,brand sign;brand sign,FLATBUSH AVE,11226,AVE,Prospect Lefferts Gardens-Wingate
853,,,,,-73.95978784,40.65528703,,FLATBUSH AVE,11226,AVE,Prospect Lefferts Gardens-Wingate
854,,,,,-73.95976014,40.65515184,,FLATBUSH AVE,11226,AVE,Prospect Lefferts Gardens-Wingate
855,brand sign_855E_2.jpg,nes Zombie Ho ourse;nes Zombie Ho ourse,fr,French;French,-73.95973243,40.65501665,brand sign;brand sign,FLATBUSH AVE,11226,AVE,Prospect Lefferts Gardens-Wingate
856,brand sign_856E_.jpg,m mp YOKE thur;m mp YOKE thur,en,English;English,-73.95970473,40.65488145,brand sign;brand sign,FLATBUSH AVE,11226,AVE,Prospect Lefferts Gardens-Wingate
857,street name sign_857E_.jpg,Flatbush 7 16;Flatbush 7 16,en,English;English,-73.95967805,40.65474614,street name sign;street name sign,FLATBUSH AVE,11226,AVE,Flatbush
858,,,,,-73.95965181,40.65461078,,FLATBUSH AVE,11226,AVE,Flatbush
859,brand sign_859E_2.jpg,Flatbush;Flatbush,en,English;English,-73.95962557,40.65447541,brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
860,brand sign_860E_2.jpg;brand sign_860E_.jpg,PLINKE ZONE RONICS CAMERA COMPUTERS WORMED A;Trim Fabrics FABRIC. BUTTONS. NOTIONS TEL;PLINKE ZONE RONICS CAMERA COMPUTERS WORMED A;Trim Fabrics FABRIC. BUTTONS. NOTIONS TEL,en;en,English;English;English;English,-73.95959932,40.65434005,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
861,brand sign_861E_.jpg,762 TV;762 TV,en,English;English,-73.95957308,40.65420469,brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
862,brand sign_862E_2.jpg;brand sign_862E_.jpg,300 EXPRESS NT & BAKERY 469-0117/8 WEST INDIAN STYLE CHINESE FOOD.;CAL AND _CENTER 770 OPEN 7 DAYS;300 EXPRESS NT & BAKERY 469-0117/8 WEST INDIAN STYLE CHINESE FOOD.;CAL AND _CENTER 770 OPEN 7 DAYS,en;en,English;English;English;English,-73.95954684,40.65406933,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
863,,,,,-73.95952059,40.65393396,,FLATBUSH AVE,11226,AVE,Flatbush
864,brand sign_864E_3.jpg;brand sign_864E_2.jpg;brand sign_864E_.jpg,Outlet;DISCOUNT + DEPARTMENT STORE;780 FLATBUSH AVE CLOSEOUT DEALS DISCOUNT ITEMS FOOD & BEVE;Outlet;DISCOUNT + DEPARTMENT STORE;780 FLATBUSH AVE CLOSEOUT DEALS DISCOUNT ITEMS FOOD & BEVE,en;en;en,English;English;English;English;English;English,-73.95949435,40.6537986,brand sign;brand sign;brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
865,brand sign_865E_.jpg;brand sign_865E_2.jpg,786 FRESH VEGETABLES FRUITS MEAT GROCERY - WE ACCEPT WIC. FO Botell;Stuzz on Key Food;786 FRESH VEGETABLES FRUITS MEAT GROCERY - WE ACCEPT WIC. FO Botell;Stuzz on Key Food,en;en,English;English;English;English,-73.95946811,40.65366323,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
866,,,,,-73.95944211,40.65352784,,FLATBUSH AVE,11226,AVE,Flatbush
867,,,,,-73.95941657,40.6533924,,FLATBUSH AVE,11226,AVE,Flatbush
868,,,,,-73.95939103,40.65325695,,FLATBUSH AVE,11226,AVE,Flatbush
869,,,,,-73.95936549,40.65312151,,FLATBUSH AVE,11226,AVE,Flatbush
870,,,,,-73.95933995,40.65298607,,FLATBUSH AVE,11226,AVE,Flatbush
871,street name sign_871E_2.jpg;street name sign_871E_3.jpg,Flatbush;Flatbush;Flatbush;Flatbush,en;en,English;English;English;English,-73.95931102,40.65285104,street name sign;street name sign;street name sign;street name sign,FLATBUSH AVE,11226,AVE,Flatbush
872,brand sign_872E_3.jpg;brand sign_872E_.jpg,ALL BROOKLYN LOCKSMITH Her an 826-2800 PROBLE DRLÍTIME AUTOLOCKS;Star BEST FARM WHOLESALE VIVIAN FOOD SPECIAL;ALL BROOKLYN LOCKSMITH Her an 826-2800 PROBLE DRLÍTIME AUTOLOCKS;Star BEST FARM WHOLESALE VIVIAN FOOD SPECIAL,en;en,English;English;English;English,-73.95927978,40.65271629,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
873,brand sign_873E_.jpg;brand sign_873E_2.jpg,PT City Physical Therapy of The City;PT CITY PHYSICAL THERAPY 7186581888 822;PT City Physical Therapy of The City;PT CITY PHYSICAL THERAPY 7186581888 822,en;en,English;English;English;English,-73.95924854,40.65258154,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
874,,,,,-73.9592173,40.65244679,,FLATBUSH AVE,11226,AVE,Flatbush
875,brand sign_875E_3.jpg;brand sign_875E_4.jpg,ARE RE S 99 UP A DOLLAR JUNCTION;HEALTHY BEAUTY SCHOOL SUPPLY ΤΟΥ & ETC. 831 Flor AVE;ARE RE S 99 UP A DOLLAR JUNCTION;HEALTHY BEAUTY SCHOOL SUPPLY ΤΟΥ & ETC. 831 Flor AVE,en;en,English;English;English;English,-73.95918606,40.65231204,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
876,brand sign_876E_3.jpg;brand sign_876E_2.jpg,Flatbush AV Brilliant m DENTAL Cosmetic & General Dentistry Pediatric Dentistry;每日2-3工;Flatbush AV Brilliant m DENTAL Cosmetic & General Dentistry Pediatric Dentistry;每日2-3工,en;zh-CN,English;Chinese;English;Chinese,-73.95915482,40.65217729,brand sign;brand sign;brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
877,,,,,-73.959121,40.6520429,,FLATBUSH AVE,11226,AVE,Flatbush
878,brand sign_878E_.jpg,REVA C-01-1172 18-703- CTD ON;REVA C-01-1172 18-703- CTD ON,en,English;English,-73.9590861,40.65190867,brand sign;brand sign,FLATBUSH AVE,11226,AVE,Flatbush
